uid,latitude,longitude,date,split,meanlogDensity300,distance
aepe,36.35,-79.1139891118548,2019-11-20,test,9.2839111951527,300
aepl,35.646518198863,-79.2740560576897,2018-08-09,train,9.29032821079963,300
aeqh,37.6756,-121.264,2016-11-14,train,14.945463555981297,300
aetj,35.9131897664946,-79.1834196841548,2014-06-10,train,9.035614867070628,300
aeud,34.73,-76.73,2019-01-16,test,9.27653202131911,300
aeuj,36.00756,-78.9711478551039,2013-08-12,train,8.947784529300208,300
aeus,37.9893,-121.463,2020-03-17,train,14.977067094637862,300
aexi,35.7112451111227,-79.1538328296877,2016-09-15,train,9.218741078161932,300
aexm,34.4395,-119.854,2019-05-22,test,14.626934370498887,300
aeyg,34.9454,-120.417,2016-04-20,test,14.928520418371372,300
aeyz,35.62967110369,-79.3053477120175,2016-06-21,train,9.130232102933348,300
aezm,35.5621,-119.151,2017-02-01,test,14.965943253007481,300
afas,35.6356594076614,-79.2942250860716,2017-09-20,train,9.27208880410323,300
afbi,38.84259,-85.82827,2017-08-10,train,10.885305432903555,300
afbl,35.6782695172535,-79.2150814232298,2018-08-09,train,9.29032821079963,300
afcm,41.99847,-78.95185,2019-08-19,train,8.558405201845735,300
afef,42.516667,-79.893333,2018-04-08,test,8.106097636052281,300
afeh,35.51,-79.041222421222,2021-08-02,train,9.289017255113595,300
afek,41.992305,-78.929219,2019-09-24,train,8.828172997394404,300
afel,37.8189,-121.358,2019-07-16,train,14.982363552374407,300
affc,35.98,-78.7964088670211,2018-10-25,train,9.296106341599478,300
afgc,37.3978,-120.96,2014-12-03,train,15.065181022223241,300
afgk,47.62155,-89.463167,2016-04-17,test,-1.0,300
afgy,35.7062947798397,-79.163027533803,2016-05-25,train,9.134383491602438,300
afhn,35.6713763140154,-79.2278848015409,2015-04-22,train,9.024136164543187,300
afhu,35.98,-78.8292190326355,2020-11-17,train,9.301142897261283,300
afhv,35.8701762875874,-78.8391615070641,2018-02-21,train,9.307545520248143,300
afhy,34.9454,-120.417,2019-05-21,test,15.012065595901781,300
afip,35.6875846567645,-79.1977795606473,2021-04-28,train,9.294092672541401,300
afiq,35.7003863199212,-79.1740018580696,2013-07-30,train,8.918945832481745,300
afix,38.9695,-94.7582,2021-10-11,test,11.83440347610732,300
afjc,35.7228224988008,-79.1323290861923,2013-05-16,train,8.401796152915171,300
afje,41.80086,-73.24929,2020-08-25,train,9.650953078108271,300
afjf,36.055,-78.763,2013-01-14,train,-1.0,300
afjv,34.446,-119.876,2018-09-25,test,14.741138308078371,300
afke,41.3326,-75.88683,2021-08-19,train,9.293883542482869,300
aflh,43.596667,-78.801667,2014-04-25,train,8.055764561738217,300
afnd,35.976,-78.7489335516245,2015-09-22,train,9.135877417419078,300
afos,35.8639338982297,-78.7892005730604,2015-03-24,train,9.052822410048254,300
afpq,36.7254,-121.73,2019-01-18,test,14.986812898035994,300
afpw,36.6291,-121.688,2018-04-25,test,14.960300346893394,300
afsc,36.01,-78.9629453137003,2018-08-22,train,9.29544238491557,300
afsi,35.862567405037,-78.7782638511889,2014-06-23,train,9.044745774596828,300
afuh,39.20984,-96.96101,2013-09-03,train,11.066501386180601,300
afum,35.7056560274161,-79.1642139472372,2016-08-10,train,9.201500871595806,300
afvi,35.6621676332416,-79.2449889285511,2019-09-04,train,9.27428981397331,300
afvu,36.055,-78.763,2014-04-22,train,9.057978367767006,300
afwi,38.2104,-121.262,2017-02-28,train,14.943954162961704,300
afyc,38.1688,-121.47,2021-08-11,train,14.979203446845144,300
afzm,35.6955956767441,-79.1828999588263,2015-12-07,train,9.187534098246514,300
agbg,36.9425,-121.445,2021-09-28,test,14.981037958813872,300
agbl,36.17,-79.055558250219,2020-06-23,train,9.263776186707197,300
agca,36.31,-79.1153732608614,2020-06-01,test,9.254944559490738,300
agcl,40.48477,-78.27506,2021-11-08,test,9.278666092296145,300
agcm,36.02,-76.31,2017-07-19,test,9.240097456655423,300
agdh,37.6667,-120.898,2018-11-07,train,14.970117521282143,300
agdv,35.1117,-118.615,2015-09-15,test,14.94573948788383,300
agem,35.6391193166227,-79.2877986799695,2014-11-25,train,9.085427561582868,300
aggt,42.416667,-79.8,2016-08-12,test,8.011959979140926,300
aggu,43.516667,-79.08,2016-04-08,train,8.050741192759366,300
aggy,41.3305639294444,-85.3836083333333,2021-08-17,train,10.607442910442787,300
aghh,41.95,-82.686667,2016-04-04,test,6.114699065005928,300
aghm,35.6677301022639,-79.2346572448946,2016-09-20,train,9.22145516656068,300
agim,35.742,-79.2035531948727,2015-05-20,train,8.98737706945846,300
agis,47.47517,-88.00176,2017-07-18,test,6.972138276347389,300
agix,35.68225,-79.07802,2014-10-08,train,9.022508207360506,300
agjr,35.6992685031799,-79.1760780815795,2014-04-14,train,9.058470913837006,300
agku,47.370167,-90.851833,2016-04-18,test,-1.0,300
aglm,38.785,-121.653,2014-08-19,train,15.030718237578645,300
agmv,36.1856,-104.8038,2016-05-03,train,7.64468116558932,300
agpk,35.7229555722224,-79.1320819167268,2018-08-27,train,9.292875002227877,300
agqj,42.733333,-87.416667,2019-04-03,train,9.1705366794729,300
agqw,36.045,-79.0916449921768,2013-06-27,train,8.889246430982098,300
agrt,36.11,-78.9060246475965,2018-08-27,train,9.292675993267085,300
agsx,36.03,-78.72,2019-03-20,train,9.267384666684306,300
agto,35.61133,-78.978107587204,2016-07-22,train,9.19068199442548,300
agtu,35.68836,-78.6997183032029,2016-08-31,train,9.214835988016446,300
aguh,38.51613412,-95.70697032,2016-07-18,test,11.518628257661256,300
agvj,41.702596,-85.022696,2020-07-06,train,10.050832067420771,300
agwh,35.6591335592294,-79.2506243923637,2021-05-24,train,9.288240376435114,300
agwi,34.53937,-92.27375,2017-06-07,train,-1.0,300
agxc,35.98,-78.8326988986855,2021-04-20,train,9.293872574679229,300
agxe,36.028,-78.716,2013-02-27,train,7.781165760080748,300
agxq,40.954436,-81.12694,2020-10-07,test,8.643723360402543,300
ahcm,42.027378,-78.967089,2019-10-25,train,8.64166351753274,300
ahdy,33.4742,-117.138,2016-05-18,test,-1.0,300
ahek,41.493,-71.979,2019-08-01,test,9.367851612754025,300
aheu,35.7149977816115,-79.1468626507616,2016-07-27,train,9.1878700032172,300
ahez,35.8670085079133,-78.8138081972712,2016-06-07,train,9.122846286345373,300
ahfv,38.7605000178019,-75.2028333346049,2020-11-11,train,9.644141116343748,300
ahgg,35.48,-76.82,2018-05-03,test,9.308268492070104,300
ahgi,38.99841,-95.747367,2018-07-02,test,11.614927079716695,300
ahgo,36.35,-79.1138408101755,2019-11-20,test,9.2839111951527,300
ahgu,41.707665,-73.382964,2017-08-17,train,9.514037795261705,300
ahhm,39.264159,-79.951664,2017-07-25,test,7.2210877316690505,300
ahhw,37.2583,-120.475,2017-08-15,train,14.924677630192969,300
ahjj,35.8837791061876,-78.9480316020574,2017-05-17,train,9.225768625046781,300
ahkg,35.8968229048454,-79.0524275835578,2015-10-12,train,9.161725422268105,300
ahnr,35.6630193031397,-79.2434070439721,2019-05-16,train,9.262352234485682,300
ahpj,35.9056740539346,-79.1232677138617,2019-11-14,train,9.281218085180699,300
ahpn,37.8817,-121.249,2018-07-17,train,14.966059280438996,300
ahrn,35.6833263072738,-79.2056889835422,2015-10-12,train,9.161725422268105,300
ahse,43.056389,-86.646389,2014-04-18,train,6.079029796268547,300
ahsh,35.6310816819588,-79.3027277156836,2015-07-07,train,8.960407781118949,300
ahsi,39.21155,-97.00559,2016-08-01,train,11.512875536822172,300
ahsm,36.17911,-79.0536303283883,2013-05-30,train,8.478612048465182,300
ahst,35.48,-76.82,2018-11-29,test,9.291157011655903,300
ahta,36.17,-79.0559537213637,2020-08-25,train,9.290183367854501,300
ahtt,39.1853,-121.704,2014-07-16,train,15.009295616796084,300
ahuv,40.7201033333333,-85.1058325,2021-06-21,train,10.662383245862623,300
ahvc,35.629085580635,-79.3064352576656,2015-01-27,train,9.092557497272123,300
ahvi,35.6809576003696,-79.2100886000275,2017-02-14,train,9.228643802732721,300
ahwi,37.4125,-120.759,2013-04-02,train,14.350653854258852,300
ahwu,34.4168,-119.544,2021-01-28,test,14.733378888203978,300
ahwv,35.64607,-79.0265771500434,2016-07-13,train,9.163810522745159,300
ahxa,41.497974,-80.458755,2016-08-24,test,8.145454509421544,300
ahya,33.2549,-117.295,2013-02-09,test,-1.0,300
ahys,35.976,-78.7201003757815,2013-11-12,train,9.102750952494443,300
ahyx,36.0397,-106.8478,2014-09-22,train,7.595435755293148,300
aiap,35.6756878928747,-79.2198765108599,2020-01-09,train,9.283786206106283,300
aiby,38.7819903391667,-85.6982861111111,2021-08-24,train,11.327313385104922,300
aicl,35.6512023833028,-79.2653556925053,2016-01-27,train,9.173043702736493,300
aidb,35.64477,-80.254,2016-06-08,test,9.137080784352404,300
aids,32.8397,-117.024,2014-05-08,test,-1.0,300
aidy,37.2953,-120.85,2017-08-08,train,14.920871661099781,300
aiga,45.136667,-82.983333,2016-03-29,train,6.311289502469315,300
aigc,35.6832730779052,-79.2057878513284,2015-11-12,train,9.178316958438376,300
aihm,36.9767,-121.51,2018-04-23,test,14.955020635266814,300
aihx,35.8695862109814,-78.8344388317106,2017-09-20,train,9.27169154661954,300
aiii,40.32301,-79.47356,2021-08-25,test,9.119221806945074,300
aiiw,38.7040833155314,-75.0756833314896,2019-07-24,train,9.711496605287985,300
aiix,35.8647724281434,-78.7959117432997,2015-07-07,train,8.960407781118949,300
aijb,35.878530530061,-78.9060246475965,2015-05-06,train,9.005281027577448,300
aijp,43.133333,-87.0,2017-03-27,train,7.724473454508021,300
aika,37.6003,-121.224,2019-08-13,train,14.972787395641953,300
aimy,34.4384,-119.906,2020-04-22,test,14.681391529334725,300
ainj,35.7087699454812,-79.1584301817454,2021-06-15,train,9.283813666253746,300
aipr,41.309434,-80.461686,2015-08-05,test,8.287415033917313,300
aipy,38.3068,-121.693,2019-12-04,train,14.977163862998149,300
aiqi,34.941,-79.1023227130849,2016-08-16,test,9.212923978360559,300
aiqq,35.8585300387858,-78.7459508092959,2018-08-09,train,9.289998120049496,300
aisa,37.2583,-120.475,2016-04-12,train,14.968277390460019,300
aivu,38.31806,-96.99139,2017-08-28,train,11.673641631777215,300
aiwo,33.0426,-117.076,2015-01-08,test,-1.0,300
aiwq,41.890646,-78.925275,2017-06-15,train,8.592833267115923,300
aiwt,35.6992152738112,-79.1761769493657,2014-05-05,train,9.055077643618255,300
aixa,37.7705,-121.292,2019-02-05,train,14.973003825855855,300
aixq,35.12,-78.7270601078816,2019-08-12,test,9.271194756045212,300
aiyp,35.794,-79.004,2013-10-17,train,9.079456588677235,300
aize,38.259,-121.668,2019-02-05,train,14.97866497227944,300
ajbb,36.045,-79.0916944260699,2013-06-27,train,8.889246430982098,300
ajea,35.8825989529757,-78.9385862513502,2016-10-18,train,9.221224167840948,300
ajev,48.2295,-88.5455,2016-08-25,test,-1.0,300
ajfd,35.8717601774244,-78.8518381619606,2019-01-15,train,9.282863661241587,300
ajfp,43.88,-76.9994,2018-08-15,test,8.589739177804306,300
ajft,34.4384,-119.906,2018-01-11,test,14.69897316153885,300
ajfv,38.28046862,-94.7337782,2018-09-17,test,11.618270821571677,300
ajfx,35.8601760419497,-78.7591245879138,2013-06-27,train,8.889246430982098,300
ajgg,34.40442,-111.0025,2017-09-26,train,12.080686449350932,300
ajim,35.67,-79.0488846746514,2020-05-14,train,9.26127079014745,300
ajjj,37.2141,-120.561,2014-04-08,train,14.986104914938391,300
ajkf,39.88423,-76.37506,2017-08-30,train,9.60420564142683,300
ajkz,35.95,-76.61,2020-07-28,test,9.279131259978396,300
ajlw,35.873250897271,-78.8637691312749,2019-10-17,train,9.273963464859643,300
ajmc,39.07775,-96.9059,2015-09-08,train,11.631717422214173,300
ajme,37.61429993,-97.62981051,2016-08-08,train,11.499087701035931,300
ajnn,35.6722013692293,-79.226352350855,2014-08-25,train,8.96886403926398,300
ajoh,38.0739,-121.212,2017-02-28,train,14.943954162961704,300
ajqf,34.9552,-120.487,2021-10-04,test,15.023795845114577,300
ajqv,41.56467,-79.9455,2019-08-22,test,8.292752247262229,300
ajru,39.474744,-86.898353,2021-06-14,train,11.148477595454112,300
ajrw,36.12,-78.9119901322537,2018-05-21,train,9.295543797291339,300
ajsm,35.6738514796568,-79.2232874494833,2020-12-10,train,9.3008323222858,300
ajsq,35.976,-78.722337432528,2014-01-14,train,9.123568124268322,300
ajuc,32.04667,-96.75054,2017-09-13,train,11.756528210876672,300
ajuj,42.733333,-87.0,2013-03-28,train,4.531997079221079,300
ajvc,34.9552,-120.487,2021-01-29,test,15.025550342717292,300
ajvk,38.0601,-121.499,2013-08-20,train,14.83853529678737,300
ajvu,35.794,-79.004,2013-09-18,train,9.060549620832687,300
ajwh,35.7019565862959,-79.1710852583771,2019-07-02,train,9.268283046738556,300
ajxf,39.82640667,-95.52873464,2017-10-30,test,11.61817054234598,300
ajzm,48.72519,-116.1086,2017-08-03,test,11.122566666244339,300
akao,35.4265,-118.832,2019-10-15,test,15.025964463746982,300
akba,38.2361,-121.419,2015-09-23,train,15.010094053375328,300
akbi,35.9132208231581,-79.1836682460155,2014-06-10,train,9.035614867070628,300
akbk,38.51613412,-95.70697032,2017-10-02,test,11.615338634803447,300
akbz,42.038186,-78.908886,2014-08-14,train,8.143967051787518,300
akcy,41.868925,-73.0977,2018-09-27,train,9.506951662897107,300
akgs,47.606167,-86.818833,2019-08-25,test,7.151698993941372,300
akgu,35.2,-79.1051898788843,2018-08-13,train,9.290897754016656,300
akhe,39.309992,-80.034025,2017-07-26,test,7.229690587674629,300
akjw,41.702596,-85.022696,2017-07-17,train,9.356445950094397,300
akka,36.33,-79.1159170336854,2020-06-24,test,9.265471817969036,300
aklk,35.79,-79.0284190429109,2019-02-19,train,9.2770023203791,300
aknj,35.33794,-79.045473736028,2015-07-21,train,8.996473295495681,300
akpm,35.8584679254588,-78.7454536855745,2015-11-12,train,9.178316958438376,300
akqd,44.736667,-86.721667,2017-03-28,train,6.367226620434295,300
akqj,36.17,-79.0551627790742,2020-05-27,train,9.25585746414207,300
akqp,36.532781,-105.236671,2015-04-09,train,7.3492198312101635,300
akrh,35.8616046484694,-78.7705584335067,2013-12-05,train,9.120266630108242,300
akst,36.346,-79.1128026984206,2019-06-13,test,9.2663540263003,300
aksu,37.9495,-121.182,2019-05-21,train,14.980869518776322,300
akvu,35.6855619407565,-79.2015365365224,2015-01-27,train,9.092557497272123,300
akwt,39.7469388888889,-87.0759805555555,2019-08-19,train,10.93590830137176,300
akww,37.5582,-121.164,2015-03-10,train,15.062658126188275,300
akxc,35.888686059016,-78.9873043760504,2019-09-14,train,9.27734014361748,300
akxm,35.036,-79.118883067271,2021-08-16,test,9.293079173447245,300
akzy,37.6003,-121.224,2018-05-08,train,14.948353673992129,300
albx,37.6173,-122.074,2017-07-13,train,14.926364638401449,300
aldv,35.74,-79.02,2019-04-10,train,9.264012697244826,300
aler,42.081667,-81.011667,2019-08-10,test,8.023087986928457,300
alez,42.416667,-79.8,2013-08-11,test,7.2586976396683065,300
alfc,40.968788,-81.119867,2017-06-27,test,8.487768756872619,300
alfh,45.75,-83.916667,2013-03-29,train,6.246185503725307,300
algg,39.74826,-78.67698,2020-09-14,test,9.267289351670154,300
algi,35.02,-83.79,2019-08-22,test,11.415186231496145,300
algu,41.285686,-80.361664,2016-07-20,test,8.2280824738957,300
alhz,35.48,-76.82,2017-03-07,test,9.224708290204438,300
alif,38.3677,-121.521,2016-10-18,train,14.948440205220079,300
aliv,38.37080661,-98.79520846,2017-10-16,train,11.628379819567996,300
aljj,40.3155,-96.9964,2017-09-20,train,11.617179426418693,300
aljv,39.21155,-97.00559,2021-10-11,train,11.836681902958645,300
aljz,35.6722812132822,-79.2262040491758,2014-08-25,train,8.96886403926398,300
allm,34.85,-78.83,2019-06-27,test,9.267173836301316,300
almt,41.843527,-78.957332,2013-08-20,train,7.763768819884994,300
alpb,38.36472,-97.10194,2017-07-17,train,11.640601602389923,300
alpl,35.6440430332214,-79.2786534097473,2019-10-17,train,9.274247021377347,300
alqd,38.7078250249227,-75.0808666706085,2018-08-01,train,10.015843748873644,300
alqp,37.4419,-121.003,2018-06-12,train,14.952910199667306,300
alqs,39.21067,-96.97298,2016-08-15,train,11.525873206081982,300
alrk,33.513,-117.269,2016-01-21,test,-1.0,300
alsf,35.6891549231392,-79.1948629609548,2020-03-11,train,9.268867864230561,300
altb,36.15,-79.1069694990356,2020-09-23,train,9.294367077871625,300
alvh,36.7025,-121.709,2013-12-11,test,14.880675133143642,300
alvv,35.794,-79.0163077391032,2015-09-24,train,9.14381570393892,300
alwg,38.2104,-121.262,2017-05-16,train,14.946403663527455,300
alwh,36.04,-76.61,2021-09-30,test,9.299983273618711,300
alwn,35.7224232785361,-79.1330705945887,2013-09-19,train,9.043203298512665,300
