imtype,prop_lake_500,r_500,g_500,b_500,prop_lake_1000,r_1000,g_1000,b_1000,prop_lake_2500,r_2500,g_2500,b_2500,uid,DateTime
land_sat,0.6390041493775933,208.53679653679654,192.38311688311688,170.35714285714286,0.34382245776747267,171.54046242774567,154.490366088632,136.0105973025048,0.18539703903095558,126.0589836660617,115.81246218995766,103.52782819116757,aamg,2022-12-28 15:32:34.215309+00:00
sentinel,0.08195274973041859,145.20215311004785,130.9090909090909,95.10885167464114,0.2264547907230019,152.98360476554814,126.44103180675484,91.5636681604547,0.3242098637057223,165.96790247858732,147.80113545596421,110.91422637846074,aamp,2022-12-28 15:32:41.396577+00:00
land_sat,0.23150105708245244,128.92694063926942,120.93150684931507,109.337899543379,0.23199305756436217,139.24812967581047,132.66583541147133,124.41770573566085,0.14624688394423413,124.20012626262626,117.19602272727273,108.70896464646465,aapj,2022-12-28 15:32:44.839633+00:00
land_sat,0.312984496124031,212.3250773993808,197.62229102167183,171.69040247678018,0.37188383448984835,174.4139599170698,162.61644782308224,140.69937802349688,0.3846122365459382,49.750372419663755,45.5862949563737,39.810810810810814,aaqc,2022-12-28 15:32:49.107313+00:00
sentinel,0.5688566311622207,120.47290803645402,126.5960231980116,93.0215410107705,0.30158239143367044,141.12324443743097,130.5019725422124,102.55791383935616,0.263674694873258,172.88562257628791,144.4799639801891,114.38038663200244,aaql,2022-12-28 15:32:57.255074+00:00
sentinel,0.1507026627218935,187.74478527607363,158.87116564417178,114.44171779141104,0.10780940710717316,223.24699453551912,187.02841530054644,133.71147540983605,0.39130796832654546,174.0023988702095,145.95847439592967,106.90253622487474,aaqq,2022-12-28 15:33:03.597074+00:00
land_sat,0.1092436974789916,156.8153846153846,144.53846153846155,117.66153846153846,0.33023356401384085,58.84610347085789,52.91028159790439,42.45645055664702,0.43533871882086167,55.82778546431187,50.3876454789615,41.14934483600553,aarq,2022-12-28 15:33:06.628501+00:00
sentinel,0.14412291450655104,108.99149771092218,103.81491170699803,74.98037933289731,0.08932778108268888,153.84709643047415,139.02690463505593,107.47549280767181,0.09790875254211273,130.31415582379682,123.6450854365888,92.3283038093745,aauw,2022-12-28 15:33:12.914501+00:00
sentinel,0.4745970402488453,85.85163853028799,69.92234359483615,45.95551142005958,0.3757287328970851,93.89442685243826,77.81462951234958,50.870107663077896,0.31106634434595754,101.0997323201796,87.30857192199045,57.13369188449061,aauy,2022-12-28 15:33:36.059326+00:00
land_sat,0.4,39.43650793650794,63.067460317460316,20.011904761904763,0.0803312629399586,141.659793814433,114.48195876288659,69.69072164948453,0.1697877230935641,97.87537328289866,81.38323710929723,47.63129603822417,aavi,2022-12-28 15:33:40.371601+00:00
land_sat,0.3789571694599628,194.16216216216216,201.17199017199016,177.32432432432432,0.31470588235294117,159.44626168224298,165.7904984423676,145.95482866043614,0.13438270879830846,157.44172494172494,158.98164335664336,140.68939393939394,aaxb,2022-12-28 15:33:43.676786+00:00
sentinel,0.27524038461538464,101.335572724219,93.21330198186094,60.0,0.1930033373007538,120.67376058041113,107.8223700120919,77.2049576783555,0.14839852955038174,154.13054193450037,138.97248405701365,113.14698036027337,aaxc,2022-12-28 15:33:50.280110+00:00
sentinel,0.14723348100669242,83.5877080665813,80.55313700384123,50.944302176696546,0.5439857227840571,65.13564585976117,68.80324570228774,36.717947596343116,0.6378761574074074,67.10379486934619,67.15233792123766,36.77537572668346,aaxe,2022-12-28 15:33:57.885139+00:00
sentinel,0.6067027632561613,248.3054316048623,249.49330666256347,248.86874903831358,0.3939777683973547,241.54184523809525,243.2310119047619,241.29410714285714,0.3501114427108912,244.07413841472626,245.4364466216362,243.48412784047994,aays,2022-12-28 15:34:05.373388+00:00
land_sat,0.4751693002257336,228.3064133016627,204.23277909738718,176.6413301662708,0.6112795633717405,215.9375,194.22470238095238,167.9766865079365,0.4485247807761252,212.42806221646143,191.299956794124,165.14376755238712,abbf,2022-12-28 15:34:10.371398+00:00
sentinel,0.18741671425851894,87.39360081259522,96.17013712544438,64.65159979685119,0.1058106169296987,93.30418079096046,98.98463276836158,67.88361581920904,0.0992964244521338,97.65330855306462,97.5685522902389,68.43439036667054,abbz,2022-12-28 15:34:17.379583+00:00
sentinel,0.2118013007823546,118.86025812194036,121.33199821984869,81.1677792612372,0.2246044021415824,126.3482360419536,116.39580464032207,85.34230321008582,0.20028513331702544,121.3319974809641,113.1657029446003,80.77643556420679,abcg,2022-12-28 15:34:24.213276+00:00
land_sat,0.07642626480086114,216.35211267605635,211.56338028169014,194.18309859154928,0.3248968363136176,195.4394580863675,193.44707874682473,181.47078746824724,0.2774761947138916,172.67559332905708,169.64288005131493,158.42318794098782,abcx,2022-12-28 15:34:27.380583+00:00
sentinel,0.32866300366300366,246.1106157704096,211.2382279186403,162.77960434661466,0.31361482720178374,240.91816633340738,202.02073613271125,155.90394727097683,0.2751375203112655,217.0214558556606,177.72230650448353,132.88991683146858,abdc,2022-12-28 15:34:35.086856+00:00
land_sat,0.5940902021772939,223.64921465968587,246.39005235602093,235.54450261780104,0.2722935779816514,213.04716981132074,198.5956873315364,174.36927223719675,0.8371373786107503,208.5859317275011,191.37756760750702,168.76680951677258,abdk,2022-12-28 15:34:39.007553+00:00
land_sat,0.20208333333333334,209.37113402061857,216.01546391752578,195.79896907216494,0.1740015263291783,175.41812865497076,179.23099415204678,161.64619883040936,0.0008383283732237918,237.65,177.15,245.95,aben,2022-12-28 15:34:43.495805+00:00
sentinel,0.49077277970011535,179.57422640031336,140.9439874657266,96.80003916960439,0.36064937270984493,170.30985062575695,138.24855335755618,93.95545686986947,0.23139680831988524,143.38854168421406,123.17738321850311,84.90696224921247,abeu,2022-12-28 15:34:50.676020+00:00
land_sat,0.019393939393939394,229.3125,242.5625,213.75,0.03431708991077557,178.59,184.64,165.36,0.03675143560295324,61.510416666666664,57.552083333333336,50.680059523809526,abin,2022-12-28 15:34:54.292952+00:00
sentinel,0.129126213592233,80.703007518797,86.49624060150376,60.6203007518797,0.08388566694283348,119.12510288065843,112.96049382716049,85.70205761316872,0.12291666666666666,115.4354080615297,109.68544366899302,81.34916678535821,abit,2022-12-28 15:34:57.795953+00:00
sentinel,0.29220473183146384,53.001612903225805,67.78870967741935,38.23548387096774,0.09727681742836845,78.90652385589094,79.52921129503407,51.54746835443038,0.07157757942614822,85.91150395498222,83.8471094123268,54.094388703084356,abjj,2022-12-28 15:35:03.969952+00:00
sentinel,0.5515309932785661,180.02505077860528,150.84800270819227,117.05297901150982,0.42509732188921723,184.7716665747228,155.76730843493132,121.8238539195675,0.4029854142489817,191.9284302653868,161.60962732919253,125.45514775079992,abjq,2022-12-28 15:35:10.619738+00:00
land_sat,0.1699481865284974,172.8231707317073,164.1219512195122,142.28658536585365,0.12038073908174692,151.49767441860465,145.66744186046512,129.646511627907,0.07929987497767459,129.6677927927928,125.64808558558559,113.82601351351352,abjr,2022-12-28 15:35:13.857717+00:00
land_sat,0.5106167846309403,172.44554455445544,160.22376237623763,143.3009900990099,0.40878378378378377,169.80038143674508,158.82326764144946,142.04322949777495,0.17995892879594316,167.88984629715884,156.1597578015836,139.23986958546809,abjx,2022-12-28 15:35:17.419250+00:00
sentinel,0.2964020559680183,125.38053949903662,114.36865767501605,88.1072575465639,0.4967800845828527,112.01020605591565,98.71113475863403,74.11250846473831,0.6240092134679223,106.7546220312031,93.07620683709375,68.79018053861432,abqw,2022-12-28 15:35:24.908461+00:00
sentinel,0.05302464525765497,118.81866197183099,113.86971830985915,76.58802816901408,0.02759449523989066,112.08881298035867,108.57472245943637,72.50128095644749,0.018482420041874233,92.99979440789474,97.18729440789474,62.303659539473685,abrn,2022-12-28 15:35:30.964452+00:00
land_sat,0.21865284974093263,205.3222748815166,198.44549763033174,184.11848341232226,0.2786465737844754,162.69285714285715,156.36530612244897,144.3704081632653,0.3008159079762807,111.49636875648436,107.31495479472358,98.66266488809842,absx,2022-12-28 15:35:37.246875+00:00
sentinel,0.43897657092441916,17.86377847253238,26.40821795444395,29.476328718177758,0.45106152406285405,17.82428743038113,26.219449601397837,29.33329693130938,0.4599653077550632,18.51947582311613,26.476684116269457,29.64918549386968,abua,2022-12-28 15:35:44.089399+00:00
sentinel,0.713965646004481,157.2770658995816,127.3665010460251,101.35316422594143,0.697655695003552,159.3279818070735,127.55624193876858,101.34437580612314,0.6105628654970761,163.31373466028134,131.17790955801655,102.74128255013468,abui,2022-12-28 15:35:51.779737+00:00
land_sat,0.28679245283018867,224.94298245614036,228.08333333333334,203.75,0.26071555083244774,210.81521739130434,214.8695652173913,192.0,0.2849654249386572,152.31956947162428,154.78375733855185,137.80880626223092,abvn,2022-12-28 15:35:55.928871+00:00
land_sat,0.10476190476190476,223.77272727272728,213.22727272727272,191.4090909090909,0.07525213343677269,215.97938144329896,206.41237113402062,185.5979381443299,0.07081930415263749,197.88748019017433,188.39778129952455,169.3660855784469,abvy,2022-12-28 15:35:59.765040+00:00
land_sat,0.12205128205128205,199.14285714285714,198.8655462184874,203.7563025210084,0.15305570578691186,185.565371024735,185.82332155477033,190.37455830388691,0.06513003929880337,197.63186440677967,155.85627118644067,255.0,abwl,2022-12-28 15:36:03.204817+00:00
sentinel,0.31667618503712164,102.9287646528404,84.85813044785091,55.871355575593626,0.2139167862266858,109.14542812430136,93.50190029063269,62.296668902302706,0.17727797001153403,109.33647798742139,96.42578616352202,65.41054001301237,abxl,2022-12-28 15:36:09.693567+00:00
sentinel,0.4735601847487982,86.19804936305732,69.87519904458598,45.966958598726116,0.37701368233194527,93.9229992426155,77.77997980308002,50.89901540015148,0.3085274642790124,101.33537728237529,87.54124101634746,57.30929831312141,abzb,2022-12-28 15:36:15.963569+00:00
sentinel,0.672568056348753,121.0999150863289,94.71695442966318,61.24525898669686,0.5473615916955017,130.02221344220553,100.36660959655823,65.61359146582379,0.41282370594969214,139.9845142070206,106.14699792960663,71.01695661542209,acbt,2022-12-28 15:36:23.009755+00:00
sentinel,0.25450089546611365,140.44185185185185,124.95037037037036,95.08296296296297,0.21413686952403505,167.96173836116333,153.00641380072986,126.77441114674333,0.20911026000976562,185.95948337194665,167.22901654596203,141.20334932593903,accd,2022-12-28 15:36:28.734756+00:00
sentinel,0.17626543500801206,72.77754010695188,53.89625668449198,29.198395721925134,0.16905786704925874,77.68712871287129,60.48585572842999,33.86902404526167,0.16889273356401385,88.48790093104783,71.2921532472854,41.9464135309249,acck,2022-12-28 15:36:34.756914+00:00
sentinel,0.2475256857385239,119.76389946686976,105.18392993145468,82.47182025894897,0.4778725610330851,127.66660091720499,110.08994526357316,86.97702056314414,0.40436373585034713,149.22268267929635,123.90852879266276,98.24003909186588,acex,2022-12-28 15:36:41.961931+00:00
sentinel,0.24988217551135827,121.12146359864202,114.95209354960393,81.14107883817428,0.21432329029172645,95.92178957938191,100.76983152962178,69.01048755996877,0.18112675732706293,95.90261332882274,100.79772073748309,69.48720822056833,acgm,2022-12-28 15:36:49.259309+00:00
sentinel,0.13196342727872562,161.29071428571427,136.955,101.915,0.17941701368233196,176.1794429708223,146.94549071618036,109.54310344827586,0.22149813478473582,177.2315576952943,142.98491829304066,106.28042656727236,acix,2022-12-28 15:36:56.062122+00:00
sentinel,0.25307574009996153,224.18609950626663,184.3144701860995,139.56589441701482,0.3636297127249671,225.95352424384683,179.22486754744818,129.1867748641942,0.3833796423120573,215.496708007962,169.88507119889758,119.35396315010463,acje,2022-12-28 15:37:02.074122+00:00
land_sat,0.059782608695652176,211.12727272727273,202.3090909090909,182.5818181818182,0.03938906752411576,177.2925170068027,166.87074829931973,150.08163265306123,0.1062782654961426,121.51564455569462,116.99582811848144,105.38423028785982,ackq,2022-12-28 15:37:05.597395+00:00
sentinel,0.3833210059171598,28.779546550892427,33.167872648335745,36.7836468885673,0.47961446008074865,28.707118874993917,33.010753734611455,36.63218334874215,0.41732265755026765,28.724045630108687,32.9974759723345,36.66476241803647,ackx,2022-12-28 15:37:11.550395+00:00
sentinel,0.39231447897264976,231.68965517241378,235.5822088955522,231.71614192903547,0.26004306824088513,224.47924995240814,227.29078621739959,222.46049876261185,0.21384581197123856,219.54180738541473,218.3233067359436,209.4797179439599,aclb,2022-12-28 15:37:19.376825+00:00
sentinel,0.03498654363706267,115.75549450549451,88.88736263736264,63.145604395604394,0.10080257593233372,118.39308700834327,93.24052443384983,66.13802145411204,0.16746635909265667,68.94526837779513,85.01356811607512,50.4088112401855,acld,2022-12-28 15:37:25.756628+00:00
land_sat,0.6115555555555555,208.2906976744186,201.07703488372093,183.49709302325581,0.45715598437858945,170.4964824120603,163.76683417085428,149.04020100502512,0.38774831991728825,126.223597752595,119.10579944767166,107.20674221502713,acmt,2022-12-28 15:37:30.620862+00:00
sentinel,0.37408688965782394,166.44270298047277,135.74383350462486,109.09095580678314,0.36324589288747605,175.55868795510722,138.88208965194735,111.92163805197409,0.3180294958521458,187.7998698220492,146.7088557849362,116.48687781694032,acpk,2022-12-28 15:37:37.706201+00:00
land_sat,0.37916666666666665,227.05494505494505,213.4835164835165,200.98534798534797,0.4041501976284585,210.31132844335778,197.51507742461288,186.3243683781581,0.11620627162392223,49.003780718336486,45.52788279773157,41.53071833648393,acqj,2022-12-28 15:37:40.861098+00:00
sentinel,0.664382257757472,196.4077363896848,152.82535816618912,110.34126074498568,0.50181731229077,192.16396645382636,151.28552368245496,110.08801105498904,0.5538754325259515,192.5897419878803,149.69076723377967,111.664091404455,acqu,2022-12-28 15:37:47.441657+00:00
land_sat,0.7519650655021834,196.9547038327526,209.74564459930315,199.732868757259,0.5738597685500341,183.8995650454725,195.6492684855674,186.03044681692367,0.25239916299877335,176.64165237278445,188.07875929102343,178.43467695826186,actk,2022-12-28 15:37:51.585684+00:00
sentinel,0.20597846981930026,116.68782081194587,109.20998600093327,86.44190387307513,0.2268598615916955,117.97987501324012,112.50884440207605,88.74176464357589,0.2630573545170759,133.58672806706812,122.34897862793719,96.61725115125753,actx,2022-12-28 15:37:58.727871+00:00
land_sat,0.6505747126436782,196.32508833922262,181.35689045936397,164.85689045936397,0.7532704593854579,185.8836833602585,171.58279483037157,156.5525040387722,0.8327498644051082,158.11113742672745,144.9645923382083,131.5662265379833,acuf,2022-12-28 15:38:02.111957+00:00
land_sat,0.2439516129032258,202.01239669421489,214.5082644628099,196.1404958677686,0.20064205457463885,200.50933333333333,210.79733333333334,194.02133333333333,0.023199075461199332,173.89114391143912,171.5461254612546,159.33763837638375,acwc,2022-12-28 15:38:05.771854+00:00
sentinel,0.3675994669712545,76.41869497669602,71.27291558777836,47.15147591921284,0.39739523260284504,76.21550368847502,71.27101221429436,46.983311162171965,0.32001153402537486,81.93026971826755,74.25199735688112,50.82877395326485,acwk,2022-12-28 15:38:13.844977+00:00
land_sat,0.25146886016451236,206.8271028037383,189.05607476635515,170.06542056074767,0.2656755009696186,49.40510948905109,45.030413625304135,39.6654501216545,0.40821533997098114,47.051476896678516,43.00196102463537,38.23667116068145,acwm,2022-12-28 15:38:17.553383+00:00
land_sat,0.3119047619047619,172.3409669211196,149.84223918575063,109.70737913486005,0.3552795031055901,160.65151515151516,139.94055944055944,104.72902097902097,0.3890906599054341,151.63191264529763,143.35408594575554,131.29455794293764,acwx,2022-12-28 15:38:20.519397+00:00
sentinel,0.45081360946745563,4.198318293683347,10.580803937653815,15.695036915504511,0.468435669443861,4.286966919091271,10.516141889198884,15.730071741729773,0.5049218058866748,4.4670190573055475,10.446469535779775,15.287529974238858,acwy,2022-12-28 15:38:26.873395+00:00
sentinel,0.5313413139786973,71.1190349476672,52.508603867305304,38.25971261309207,0.3991433670434265,73.02837725050674,55.56033146536306,40.11756289495648,0.28000811884145665,82.73044203731058,65.61831883582254,46.73532468953444,acyg,2022-12-28 15:38:33.110396+00:00
land_sat,0.14531754574811626,228.9185185185185,223.25185185185185,204.34814814814814,0.29997219905476785,207.14921223354958,203.82113067655237,185.16496756255793,0.05744784515214599,162.7555898226677,141.98843484965303,121.1757902852737,acyk,2022-12-28 15:38:36.386463+00:00
land_sat,0.017045454545454544,217.05555555555554,222.27777777777777,204.33333333333334,0.0400476758045292,179.4047619047619,181.05357142857142,164.57738095238096,0.16163586977313593,150.97538461538463,154.85704142011835,136.85349112426036,aczv,2022-12-28 15:38:39.525256+00:00
sentinel,0.10035474234503361,207.43627906976744,190.90511627906977,134.16744186046512,0.1771373362239608,161.0709059465212,155.63110283357722,115.89942796328323,0.19495081018518517,146.8864564007421,145.00951078996192,103.54227126257202,aczx,2022-12-28 15:38:46.503223+00:00
sentinel,0.6542418947777131,3.2323442136498515,12.7446587537092,18.522700296735906,0.4813802275749963,3.1718086467127145,12.952775645945254,18.631772831926323,0.2785201143735198,3.181634626322375,13.62214196337163,18.861776248435902,adau,2022-12-28 15:38:52.385224+00:00
sentinel,0.07506728181468666,123.02048655569783,105.15364916773368,65.34443021766965,0.12870049980776624,133.82188200149366,107.59839432412248,67.22087378640776,0.10761245674740484,101.99085387638442,95.48749553411933,62.0470525187567,adef,2022-12-28 15:38:58.080223+00:00
land_sat,0.14954221770091555,170.6326530612245,162.14965986394557,145.64625850340136,0.20803123257110986,151.15549597855227,144.32975871313673,129.59785522788204,0.0021854511395566654,247.9387755102041,230.59183673469389,251.30612244897958,adfl,2022-12-28 15:39:01.263661+00:00
land_sat,0.30916030534351147,228.12345679012347,218.66975308641975,206.5895061728395,0.33247119680225723,198.67680339462518,188.41159830268742,176.52970297029702,0.24112408927951892,151.15907274180657,142.3611510791367,130.95811350919266,adhj,2022-12-28 15:39:05.707718+00:00
sentinel,0.014467923091566724,117.41447368421052,96.03289473684211,76.16447368421052,0.01303969863807592,89.4962962962963,77.75555555555556,59.138888888888886,0.3324252898505797,39.585776399687596,52.78875587210183,40.79505053213191,adjx,2022-12-28 15:39:11.614718+00:00
sentinel,0.5383681852128454,4.785677128489683,14.384775446505982,22.3592855904283,0.41106607597323025,4.797179545975694,13.89755789956432,22.344932354964456,0.5437812805175781,4.785070396845997,14.331219440332799,22.337869785126518,admd,2022-12-28 15:39:17.442718+00:00
sentinel,0.03212945590994371,130.25547445255475,125.04379562043796,93.1970802919708,0.07992018483511867,213.05978975032852,219.09001314060447,203.7030223390276,0.05229484960727962,213.07816711590297,217.72836178496556,204.31476489967056,admk,2022-12-28 15:39:20.785719+00:00
land_sat,0.11690821256038647,192.1818181818182,194.71074380165288,176.61157024793388,0.14739608217869088,195.41329011345218,199.12155591572125,179.55591572123177,0.049277495835431756,147.03380503144655,145.125786163522,128.98899371069183,admo,2022-12-28 15:39:23.856841+00:00
sentinel,0.3018275271273558,80.71460107221696,71.19741406496374,37.89467045096184,0.2362027737924438,80.94239724640616,66.33994735776473,36.25521360599311,0.2258831233868793,84.38141446526937,64.18783362041032,37.693333560721044,adow,2022-12-28 15:39:30.734745+00:00
land_sat,0.3345008756567426,203.11256544502618,209.13874345549738,185.8455497382199,0.29622040072859745,202.42505764796311,206.84396617986164,183.07763259031515,0.16782780874156644,134.77255844439588,136.73410530915447,120.96307625081931,adqc,2022-12-28 15:39:33.863248+00:00
sentinel,0.10717315486850787,136.532981530343,102.62005277044855,66.81706244503079,0.11812016656751934,145.2411361804996,110.77417405318292,74.7475825946817,0.15558304387621064,135.29079899571704,110.42219268448777,84.36936936936937,adsv,2022-12-28 15:39:40.588517+00:00
land_sat,0.19791666666666666,230.29186602870814,223.31578947368422,209.1196172248804,0.2608695652173913,173.20224719101122,165.77247191011236,154.94850187265916,0.30308624633784165,143.43922139830508,135.81806144067798,126.74404131355932,adtv,2022-12-28 15:39:43.464518+00:00
sentinel,0.264869450466585,215.76405693950178,212.22811387900356,198.06725978647688,0.29765615704937537,230.23143336797506,229.07818370773043,216.9964025901351,0.239501953125,213.16692150866461,206.884875127421,188.29826070336392,aduy,2022-12-28 15:39:49.718517+00:00
land_sat,0.6067307692307692,229.57369255150556,238.2931854199683,249.13470681458003,0.6304347826086957,229.49631925610228,238.33591631150716,249.09414955443626,0.5583643423394272,226.28634552698298,234.29300977906556,244.40420137631293,advr,2022-12-28 15:39:52.711029+00:00
sentinel,0.06569893486662268,132.2941176470588,110.96269727403157,69.60114777618364,0.09353955978584176,111.7252607479013,105.19791401678962,75.95293818366828,0.1109034986543637,104.62376066005686,104.36154059488317,77.56610968591832,adwf,2022-12-28 15:39:58.474030+00:00
land_sat,0.26225045372050815,204.86851211072664,197.85813148788927,176.1038062283737,0.21607565011820332,193.90919037199126,192.2297592997812,171.13347921225383,0.12805975866692204,161.84893807956925,163.29733772061024,146.60245288662878,adwl,2022-12-28 15:40:02.084184+00:00
sentinel,0.31595552884615385,244.37612933903947,219.83119353304804,177.74940561103185,0.4648374841705361,224.33181983290956,192.72348347257537,147.87168543407194,0.40140003043544425,213.77334272097053,180.8028596187175,136.60709127671865,adxl,2022-12-28 15:40:06.268183+00:00
land_sat,0.04906333630686887,210.76363636363635,216.23636363636365,198.01818181818183,0.05093531665539779,151.09734513274336,152.71681415929203,139.59734513274336,0.03187673839847753,143.36394948335246,146.7726750861079,133.38117106773822,adxo,2022-12-28 15:40:10.249688+00:00
sentinel,0.13498879761015684,202.65836791147996,172.62448132780082,117.79737206085754,0.11940333678951834,175.90882178804026,155.25182553779356,109.28695480560489,0.16312591374269006,191.16493955094992,174.33405685478223,138.27603510245999,aeaj,2022-12-28 15:40:17.559316+00:00
land_sat,0.13224489795918368,129.09259259259258,124.71604938271605,58.67283950617284,0.12749422390254148,115.17627677100494,120.56177924217462,55.92586490939045,0.18511108044708155,170.4903093551994,172.67834513604174,151.7053671263511,aebg,2022-12-28 15:40:21.139585+00:00
land_sat,0.2847682119205298,104.32093023255814,92.79069767441861,81.15813953488372,0.08398076211616722,102.70925110132158,91.51101321585904,80.05726872246696,0.2076608187134503,53.793297662630245,49.53815826527739,44.409180512531684,aecj,2022-12-28 15:40:25.250526+00:00
sentinel,0.5862003958902818,51.89242643511819,54.4187168355041,32.22399099533687,0.47652587745389646,58.35009487666034,60.02841306301808,35.159242984120645,0.30350822342392414,73.3750763048123,75.51270475124632,42.11881931020449,aeco,2022-12-28 15:40:32.278168+00:00
sentinel,0.12941841832406448,201.34741442097595,199.64166059723235,185.80772032046613,0.06650803093396787,180.8912343470483,183.6107334525939,168.1320214669052,0.033256288763049424,181.31020502722112,186.3516738097996,172.32178848604192,aecy,2022-12-28 15:40:38.936065+00:00
sentinel,0.6248468281647658,152.93166390104088,108.88957610499321,75.10604917785489,0.5972702806612841,155.94850337946573,110.59671709044093,75.17601383971677,0.4855324875048058,171.0792797358398,121.36076555781672,82.70871902887866,aedy,2022-12-28 15:40:45.006066+00:00
sentinel,0.10792723159581487,134.13799126637554,140.72751091703057,114.16069868995633,0.1785512300876614,144.82354493863008,147.93665038933614,119.16721657648145,0.2013611025614719,189.09341032608697,185.2770606884058,162.18283891908212,aeea,2022-12-28 15:40:51.485066+00:00
sentinel,0.22572815533980584,70.74193548387096,76.06451612903226,53.064516129032256,0.7895851721094439,35.345964676950594,59.27330650570087,32.643080706460985,0.07706800227575851,111.46774779135907,111.67675178506596,75.76909112912986,aefb,2022-12-28 15:40:54.341066+00:00
land_sat,0.29365079365079366,97.98378378378378,92.5972972972973,49.74864864864865,0.2886128364389234,92.02080344332855,83.50286944045911,46.639885222381636,0.17091663266693866,64.48935746966382,58.849413168888006,33.20091505868311,aeid,2022-12-28 15:40:58.483503+00:00
sentinel,0.8037714712471994,41.36945412311266,95.69500580720093,47.86376306620209,0.6714421027705423,44.67614177393758,96.82518074413683,48.947875154293776,0.3522945331707002,48.825482941982244,94.79116197297034,49.16799154379645,aejc,2022-12-28 15:41:04.546033+00:00
land_sat,0.09298245614035087,214.9811320754717,227.43396226415095,202.74528301886792,0.17934658441855153,178.6968152866242,188.13503184713375,166.6267515923567,0.13954791705585654,159.0562248995984,167.7309236947791,148.0152610441767,aepl,2022-12-28 15:41:06.886033+00:00
land_sat,0.4045714285714286,208.6045197740113,193.22033898305085,173.14689265536722,0.37962962962962965,206.47128245476003,191.98111723052713,172.32415420928402,0.36997542997543,178.5809536459025,165.23947403373623,148.1988311860805,aeqh,2022-12-28 15:41:10.886419+00:00
sentinel,0.381305920426423,105.80454318522217,97.02246630054917,75.33949076385422,0.26114299378287903,145.348960717883,134.1312150901932,115.80642798278546,0.17364690473438885,143.34376733145507,130.76103112452026,111.50677729218891,aeud,2022-12-28 15:41:18.793907+00:00
sentinel,0.17334338768969743,136.2093529091898,114.80641653072323,86.38499184339315,0.27535082660515187,123.6634086744044,102.37594903569247,78.8427436949123,0.16692848954574052,157.39742878283388,134.51907602663707,107.09033943766185,aeus,2022-12-28 15:41:25.977653+00:00
sentinel,0.20136834319526628,181.6386593204775,158.77272727272728,129.75757575757575,0.18427164622816797,210.8967733803882,193.58759768086716,168.32190572220821,0.23368269533534253,193.767212062881,171.72813602823229,143.08973371831888,aexm,2022-12-28 15:41:32.777877+00:00
land_sat,0.08009153318077804,193.68571428571428,182.3,162.17142857142858,0.005611672278338945,255.0,229.4,255.0,0.006745441012281354,164.05517241379312,126.99310344827586,236.0344827586207,aeyg,2022-12-28 15:41:36.217028+00:00
